id,Type,Nb_chambre,loc,surface,prix
apimo-83505007,Appartement,1,Archives,18,242000
apimo-83470667,Appartement,3,Archives,124,1790000
guy-hoquet-immo-facile-6432762,Appartement,1,Sainte-Avoye,29,425000
apimo-83030938,Appartement,1,Archives,16,246000
era-2-51033943,Appartement,1,Sainte-Avoye,23,298000
apimo-82300066,Appartement,3,Enfants Rouges,57,1090000
adapt-immo-640252462,Appartement,6,Archives,142,1700000
immo-facile-51784927,Appartement,2,Archives,21,370000
apimo-8080926,Appartement,1,Archives,37,365000
hektor-78_ericmey-91976,Appartement,1,Arts-et-Métiers,19,220000
hektor-MYTRANSAC2206-25,Appartement,3,Arts-et-Métiers,68,775000
apimo-85466381,Appartement,3,Saint-Merri,70,850000
apimo-85439121,Appartement,1,Saint-Merri,11,145000
apimo-85467511,Appartement,3,Arsenal,98,2500000
ag942352-449284766,Appartement,1,Archives,28,398000
apimo-85490285,Appartement,2,Saint-Merri,41,595000
apimo-85489053,Appartement,4,Arsenal,106,1990000
ag753296-449048276,Appartement,3,Arsenal,43,540000
ag755942-449040611,Appartement,3,Arsenal,75,1395000
ag756746-449039054,Appartement,6,Saint-Merri,156,1835000
apimo-85488902,Appartement,1,Arsenal,37,599000
apimo-85489028,Appartement,2,Arsenal,54,830000
gedeon-30285134,Appartement,3,75004 Paris 4e,56,724500
apimo-85468075,Appartement,1,Saint-Merri,34,620000
apimo-85291668,Appartement,4,Saint-Merri,82,1260000
apimo-85245617,Appartement,5,Les Iles,159,3157000
keller-williams-1-34_1_32-177575,Appartement,5,Arsenal,150,4060000
keller-williams-1-34_1_32-177589,Appartement,6,Arsenal,207,7280000
ag756771-448800242,Maison,6,Saint-Merri,302,2990000
keller-williams-1-34_1_53-180724,Appartement,3,Saint-Merri,80,1200000
apimo-85342543,Appartement,3,Arsenal,63,1100000
safti-1-1394855,Appartement,2,Saint-Gervais,51,750000
apimo-85472534,Appartement,1,Arsenal,16,160000
apimo-85406385,Appartement,1,Saint-Gervais,24,369000
hektor-ulys-202,Appartement,3,Saint-Gervais,49,625000
immo-facile-57400739,Appartement,1,Saint-Gervais,16,265000
century-21-202_3389_787,Appartement,4,Arsenal,97,1195000
gedeon-30167135,Appartement,4,Saint-Merri,86,980000
apimo-85429538,Appartement,3,Arsenal,93,1270000
ag756931-448041956,Appartement,5,Saint-Gervais,133,1480000
apimo-85412165,Appartement,2,Archives,41,700000
ag942352-447978311,Appartement,1,Archives,28,398000
immo-facile-57365599,Appartement,3,Saint-Merri,80,750000
netty-gmx-appt-2946,Appartement,2,Les Iles,64,945000
ag922880-447320084,Appartement,1,Saint-Gervais,34,549000
apimo-85462594,Appartement,5,Saint-Merri,100,1199000
ag440414-447513791,Appartement,3,Arsenal,65,1036000
apimo-85441693,Appartement,1,Saint-Merri,32,467000
hektor-ARCENCIEL-23185,Appartement,4,Arsenal,78,770000
hektor-ezrahome11-185,Appartement,3,Saint-Merri,75,940000
iad-france-1701680,Appartement,2,Saint-Gervais,48,600000
ag755464-447067541,Studio,1,Arsenal,21,365000
netty-imonah-appt-2305,Appartement,3,Arsenal,45,760000
ag755942-446894087,Appartement,2,Saint-Merri,63,958000
ag756771-446918243,Appartement,6,Saint-Gervais,113,1495000
rodacom-5532619,Appartement,1,Saint-Merri,19,262000
apimo-85449046,Appartement,2,Saint-Merri,33,500000
apimo-85442128,Appartement,2,Saint-Merri,61,682500
ag753010-446748890,Appartement,2,Saint-Merri,40,475000
apimo-85440022,Appartement,2,Saint-Gervais,40,530000
laforet-immo-facile-21948510,Appartement,2,Saint-Merri,35,512500
apimo-85320337,Appartement,3,Saint-Gervais,50,649000
apimo-85429607,Appartement,2,Saint-Merri,73,1470000
apimo-85438989,Appartement,4,Saint-Merri,96,1620000
immo-facile-57194543,Appartement,3,Les Iles,79,1990000
century-21-202_2383_16317,Appartement,2,Saint-Gervais,28,349000
apimo-85426002,Appartement,2,Saint-Gervais,42,530000
gedeon-30086417,Appartement,5,Saint-Gervais,77,995000
immo-facile-57194496,Appartement,2,Sainte-Avoye,51,695000
ag751938-446125601,Appartement,2,Arsenal,45,741000
ag752180-443178389,Appartement,2,Saint-Gervais,71,1068000
iad-france-1697266,Appartement,3,Sainte-Avoye,44,625000
apimo-85321288,Appartement,1,Arsenal,40,450000
apimo-85342499,Appartement,4,Les Iles,116,3465000
apimo-85414677,Appartement,2,Saint-Merri,65,900000
adapt-immo-030052960,Appartement,1,Les Iles,19,340000
ag755232-445259378,Appartement,6,Saint-Merri,124,1595000
apimo-85390141,Appartement,4,Les Iles,116,3465000
immo-facile-57124128,Appartement,4,Saint-Gervais,75,1950000
ag060811-445095098,Appartement,2,Saint-Merri,40,480000
ag755942-444884549,Appartement,2,Saint-Gervais,39,557000
ag750983-444756542,Appartement,2,Les Iles,46,599000
ag755942-444763982,Appartement,5,Saint-Merri,112,1495000
ag755942-444572039,Appartement,3,Saint-Gervais,48,800000
ladresse-1-adresse-13333916,Appartement,2,Saint-Gervais,40,550000
ag440414-443716625,Appartement,7,Saint-Merri,227,1995000
ag922880-443643362,Appartement,2,Saint-Merri,44,625000
netty-company34391tsd-appt-2168,Appartement,2,Saint-Gervais,57,849000
apimo-85074228,Appartement,1,Arsenal,18,266000
apimo-85342390,Appartement,2,Les Iles,36,395000
apimo-85305099,Appartement,1,Arsenal,20,245000
ag756771-443534381,Appartement,2,Saint-Merri,35,495000
apimo-85347567,Appartement,2,Saint-Merri,42,550000
ag756771-443312405,Appartement,6,Saint-Merri,302,2990000
apimo-85340544,Appartement,1,Les Iles,18,388000
laforet-immo-facile-22388356,Appartement,5,Saint-Merri,100,1199000
apimo-85337840,Appartement,1,Les Iles,6,77000
oralia-0043-TAPP24098,Appartement,2,Les Iles,25,525000
iad-france-1677759,Appartement,4,Arsenal,52,898000
apimo-85323639,Appartement,3,Saint-Gervais,48,800000
apimo-84881138,Appartement,3,Saint-Gervais,48,800000
apimo-85030322,Appartement,3,Les Iles,76,1160000
ag743447-442252385,Studio,1,Les Iles,20,350000
apimo-85316854,Appartement,4,Saint-Gervais,77,1270000
immo-facile-56990498,Appartement,3,Saint-Merri,64,975000
apimo-85295508,Appartement,3,Saint-Merri,73,838350
apimo-85303849,Appartement,2,Les Iles,26,770000
hektor-octavia-179,Appartement,4,Les Iles,85,1443750
laforet-immo-facile-22348862,Appartement,2,Saint-Gervais,40,470000
era-2-56226381,Appartement,3,Arsenal,82,930000
apimo-85050794,Appartement,6,Saint-Gervais,220,4200000
apimo-85305609,Appartement,6,Saint-Gervais,220,4200000
ag920875-441000029,Studio,1,Arsenal,32,419000
ag442841-441004118,Appartement,4,Saint-Merri,112,1499000
hektor-br-immobilier-4104,Appartement,2,Saint-Gervais,27,329000
hektor-br-immobilier-4105,Appartement,2,Saint-Gervais,27,329000
apimo-85292774,Appartement,4,Saint-Gervais,130,1570000
apimo-85169763,Appartement,2,Saint-Gervais,51,750000
apimo-85061024,Appartement,2,Saint-Merri,65,900000
iad-france-1665187,Appartement,3,Arsenal,82,940000
apimo-85286169,Appartement,5,Saint-Gervais,134,2500000
ag754401-439816214,Loft/atelier/surface,4,Saint-Gervais,141,2490000
laforet-immo-facile-22336478,Appartement,2,Saint-Gervais,27,329000
apimo-85267944,Appartement,2,Arsenal,46,560000
oralia-0066-TAPP24017,Appartement,3,Les Iles,48,740000
ag754575-439434188,Appartement,2,Saint-Merri,35,498000
iad-france-1663490,Appartement,2,Saint-Gervais,54,760000
hektor-ulys-197,Appartement,4,Saint-Merri,80,899000
apimo-8089671,Appartement,2,Arsenal,61,1990000
hektor-pontimmo11-317,Appartement,2,Saint-Merri,32,585000
ag334850-438404078,Appartement,1,Saint-Merri,18,289000
immo-facile-56380930,Appartement,4,Saint-Gervais,130,1570000
apimo-84805430,Appartement,2,Saint-Merri,66,790000
apimo-85081421,Appartement,2,Saint-Gervais,52,779000
apimo-7624030,Appartement,5,75004 Paris 4e,227,5900000
hektor-cabinetazoulay-458,Appartement,2,Saint-Gervais,35,598000
ag753296-437283008,Appartement,3,Saint-Merri,55,525000
apimo-84799571,Appartement,2,Arsenal,54,995000
apimo-85187622,Appartement,3,Saint-Gervais,49,780000
apimo-85083889,Appartement,2,Saint-Gervais,52,450000
apimo-84916856,Appartement,2,Arsenal,46,680000
hektor-dafimmo-747,Appartement,2,Les Iles,38,550000
apimo-85052876,Appartement,6,Arsenal,141,2250000
laforet-immo-facile-22231789,Appartement,3,Saint-Gervais,81,1150000
ag756341-432280580,Appartement,3,Arsenal,68,1180000
iad-france-1632201,Appartement,6,Saint-Merri,122,1595000
apimo-85090161,Appartement,3,Arsenal,65,1207000
immo-facile-56065818,Appartement,4,Les Iles,77,1257000
apimo-85074192,Appartement,2,Saint-Gervais,44,710000
apimo-85077256,Appartement,1,Saint-Gervais,22,298000
iad-france-1626311,Appartement,2,Les Iles,18,312000
apimo-85065175,Appartement,2,Saint-Gervais,19,420000
legget-PRO2ZWMS1R39,Appartement,3,Les Iles,70,1195000
hektor-PARISLUXURYHOMES-3576,Appartement,2,Saint-Gervais,60,895000
apimo-84807581,Appartement,6,Arsenal,145,3980000
gedeon-29413994,Appartement,3,Arsenal,102,1495000
hektor-pierredetaille-536,Appartement,6,Les Iles,235,7995000
guy-hoquet-immo-facile-6934620,Appartement,1,Arsenal,21,323600
apimo-84949730,Appartement,2,Saint-Gervais,52,450000
apimo-84822025,Appartement,2,Arsenal,36,490000
iad-france-1610417,Appartement,2,Saint-Gervais,40,470000
apimo-84885576,Appartement,1,Les Iles,43,610000
laforet-immo-facile-22211033,Appartement,2,Saint-Gervais,45,704900
apimo-84905160,Appartement,1,Les Iles,46,845000
apimo-84708109,Appartement,2,Arsenal,66,1180000
apimo-84752366,Appartement,2,Saint-Gervais,52,850000
adapt-immo-85002112567,Appartement,3,Sainte-Avoye,69,1250000
ag752352-424692106,Duplex,2,Arsenal,48,569000
apimo-84765459,Appartement,3,Arsenal,34,600000
apimo-84816985,Appartement,2,Saint-Gervais,43,549000
apimo-84807104,Appartement,4,Les Iles,78,1490000
hektor-toitcommevous-230,Duplex,3,Arsenal,81,1250000
hektor-1319_EXPERTIMO22-163581,Duplex,3,Saint-Gervais,105,1020000
apimo-84378981,Appartement,4,Arsenal,60,845000
apimo-84622400,Appartement,2,Les Iles,38,550000
hektor-Les-4-Quartiers-271,Appartement,2,Saint-Merri,87,899000
apimo-84509803,Appartement,3,Saint-Gervais,66,995000
apimo-84486822,Appartement,3,Saint-Merri,78,750000
apimo-84422566,Appartement,3,75004 Paris 4e,83,1400000
guy-hoquet-immo-facile-6869533,Appartement,3,Les Iles,89,1278000
ag756411-418616687,Maison,3,75000 Paris,184,820000
hektor-debayle-239,Appartement,2,Arsenal,41,579000
hektor-br-immobilier-3493,Appartement,2,Saint-Gervais,54,630000
apimo-84279769,Appartement,3,Arsenal,93,1150000
ag752180-416071257,Appartement,2,Saint-Gervais,42,495000
apimo-84251635,Appartement,6,Les Iles,219,4200000
apimo-84224248,Appartement,3,Saint-Gervais,74,1020000
apimo-84156767,Appartement,2,Les Iles,41,700000
apimo-84101500,Appartement,4,Arsenal,71,835000
apimo-84076486,Appartement,1,Saint-Gervais,18,290000
apimo-82854224,Appartement,2,Les Iles,39,645000
ag756193-409959338,Appartement,2,Les Iles,18,312000
iad-france-1501619,Appartement,4,Saint-Gervais,130,1570000
apimo-7895701,Appartement,3,Saint-Gervais,59,1180000
laforet-immo-facile-21278006,Appartement,3,Saint-Merri,75,940000
apimo-83569076,Appartement,2,Arsenal,44,580000
gedeon-28018499,Appartement,5,Saint-Merri,100,1199000
hektor-transopera-3838,Appartement,1,Saint-Gervais,24,229000
laforet-immo-facile-17380265,Appartement,3,Saint-Merri,60,730000
guy-hoquet-immo-facile-6354720,Appartement,2,Saint-Merri,52,680000
apimo-83053822,Appartement,2,Saint-Gervais,36,636000
legget-PRO3NNVMHB2N,Appartement,4,Saint-Gervais,65,945000
immo-facile-43411138,Appartement,2,Saint-Gervais,44,689000
apimo-82299808,Appartement,5,Arsenal,110,1990000
apimo-7600507,Appartement,2,Les Iles,37,595000
immo-facile-50583493,Appartement,2,Saint-Merri,44,550000
apimo-6651591,Appartement,1,Saint-Merri,35,380000
apimo-6884803,Appartement,3,Les Iles,60,1835000
gedeon-23767125,Appartement,6,Arsenal,140,1950000
ag755464-444399632,Studio,1,Monge,9,150000
century-21-202_2651_31436,Appartement,3,Jardin des Plantes,47,435000
apimo-85454214,Appartement,5,Val de Grâce,118,1830000
hektor-br-immobilier-4380,Appartement,3,Jardin des Plantes,58,690000
ag133861-449243633,Appartement,1,Monge,30,500000
ag133861-449247518,Appartement,3,Monge,91,889000
immo-facile-57094243,Appartement,5,Val de Grâce,98,1296000
apimo-85471171,Appartement,6,Sorbonne,154,2300000
ag754248-449139860,Appartement,2,Jardin des Plantes,60,660000
apimo-85449885,Appartement,4,Sorbonne,96,1315000
ag751128-449082965,Appartement,3,Val de Grâce,71,949900
immo-facile-57514117,Appartement,1,Val de Grâce,12,172000
immo-facile-57514022,Appartement,3,Jardin des Plantes,66,1070000
hektor-MSIMMO-221348,Appartement,2,Val de Grâce,27,368000
ag755464-449001701,Appartement,2,Val de Grâce,41,449000
ag755464-449001677,Appartement,3,Jardin des Plantes,53,629000
apimo-85487699,Appartement,2,Val de Grâce,37,430000
netty-september75-appt-2823,Appartement,3,Sorbonne,69,995000
netty-september75-appt-2825,Appartement,3,Sorbonne,69,995000
stephane-plaza-4-4832129,Appartement,4,Sorbonne,136,1600000
immo-facile-57503000,Appartement,3,Monge,48,520000
apimo-85477279,Appartement,2,Val de Grâce,39,445000
ag340369-448829363,Appartement,1,Monge,21,247000
apimo-85476693,Appartement,3,Jardin des Plantes,52,649000
immo-facile-57407475,Appartement,1,Jardin des Plantes,12,165000
hektor-cphparis5-206248,Appartement,2,Val de Grâce,24,344000
ag752511-417633891,Appartement,3,Rennes,104,1558000
hektor-ktsimmo-645,Appartement,2,Montparnasse,36,445000
apimo-85450095,Appartement,2,Saint-Germain des Près,31,950000
ag340369-449288996,Appartement,3,Odéon,49,745500
immo-facile-57536434,Appartement,1,Odéon,24,352000
ag750365-449146658,Studio,1,Saint-Placide,20,330000
ag750365-449146604,Appartement,3,Saint-Placide,66,895000
ag756910-449196233,Appartement,1,Saint-Placide,13,210000
immo-facile-57514044,Appartement,1,Rennes,9,75000
immo-facile-57514057,Appartement,1,Notre Dame des Champs,15,125000
immo-facile-57514216,Appartement,1,Saint-Placide,13,231000
immo-facile-57514564,Appartement,1,Saint-Placide,21,315000
immo-facile-57514593,Appartement,1,Saint-Germain des Près,20,336000
immo-facile-57514604,Appartement,1,Saint-Placide,26,350000
immo-facile-57514653,Appartement,2,Notre Dame des Champs,29,370000
immo-facile-57514676,Appartement,2,Notre Dame des Champs,29,410000
immo-facile-57514683,Appartement,2,Notre Dame des Champs,30,467000
hektor-PARISLUXURYHOMES-4009,Appartement,2,Notre Dame des Champs,88,990000
safti-1-1392162,Appartement,1,Rennes,16,215000
apimo-85488032,Appartement,3,Notre Dame des Champs,63,990000
ag751877-448889837,Appartement,3,Notre Dame des Champs,50,770000
ag754594-448898585,Studio,1,75006 Paris 6e,26,365000
safti-1-1395876,Appartement,3,Saint-Placide,51,630000
apimo-85451741,Appartement,2,Saint-Placide,58,987000
guy-hoquet-immo-facile-7176476,Appartement,5,Rennes,107,1500000
ag751877-448612811,Studio,1,Notre Dame des Champs,34,595000
consortium-163432893,Appartement,1,Notre Dame des Champs,10,130000
immo-facile-54172626,Appartement,4,Saint-Germain des Près,72,950000
hektor-STVDA2022-69,Duplex,4,Saint-Placide,108,1790000
immo-facile-57417105,Appartement,2,Saint-Placide,40,639600
keller-williams-1-34_1_53-180754,Studio,1,Saint-Michel,6,87000
hektor-ezrahome11-202,Appartement,2,Odéon,54,955000
apimo-85342712,Appartement,8,Odéon,213,3400000
ag755553-448299119,Studio,1,Notre Dame des Champs,30,410000
ag757068-448234838,Appartement,1,75006 Paris 6e,45,646000
immo-facile-57398645,Appartement,5,Saint-Placide,123,1960000
netty-company37189tlh-appt-2617,Duplex,5,Rennes,103,1837500
apimo-85468306,Appartement,2,Saint-Germain des Près,45,820000
ag751938-448150781,Appartement,2,Saint-Germain des Près,49,595000
hektor-1164_EXPERTIMO22-185136,Appartement,2,Saint-Germain des Près,56,990000
ag942352-448139918,Studio,1,Odéon,20,365000
immo-facile-57190831,Appartement,3,Saint-Placide,70,1050000
ag757068-447938405,Duplex,2,75006 Paris 6e,50,600000
hektor-SaintAmbroise-2344,Appartement,2,Notre Dame des Champs,25,440000
ag755216-447879941,Duplex,4,Saint-Michel,89,1950000
immo-facile-55576956,Appartement,1,Rennes,28,541000
immo-facile-57353961,Appartement,2,Saint-Michel,39,700000
ag440414-447562112,Maison,3,Saint-Michel,65,740000
nestenn-1-99939049528,Appartement,1,Odéon,6,66000
hektor-PARISLUXURYHOMES-3969,Appartement,3,Notre Dame des Champs,42,770000
hektor-PARISLUXURYHOMES-3992,Appartement,2,Saint-Germain des Près,45,1050000
apimo-83256145,Appartement,5,Saint-Germain des Près,114,2190000
ag750983-439950338,Duplex,4,Saint-Placide,105,1650000
ag753659-447382424,Appartement,2,Odéon,52,840000
gedeon-30219573,Appartement,6,Rennes,160,2150000
apimo-85105380,Appartement,5,Notre Dame des Champs,113,3000000
hektor-cphparis5-205502,Appartement,1,Odéon,7,79000
ag750969-447025805,Appartement,5,Rennes,142,2173500
ag440414-446955278,Appartement,3,Saint-Michel,65,740000
ag753010-446926325,Duplex,4,Odéon,67,1250000
ag753296-446912390,Appartement,3,Saint-Placide,63,970000
ag757068-446333567,Appartement,2,Saint-Thomas d'Aquin,41,495000
ag757068-446333594,Appartement,3,75006 Paris 6e,81,1150000
apimo-85448700,Appartement,4,Rennes,85,1525000
ag755553-446871917,Appartement,3,Rennes,80,1290000
immo-facile-57066366,Appartement,3,Saint-Placide,68,1207500
ag756746-446590295,Appartement,1,Saint-Michel,7,118000
apimo-85440042,Appartement,4,Odéon,91,1750000
immo-facile-57199147,Appartement,3,Saint-Placide,63,970000
apimo-85293385,Appartement,1,Saint-Placide,46,646000
apimo-84654112,Appartement,3,Saint-Placide,59,755000
apimo-85429132,Appartement,5,Saint-Michel,108,1949000
gedeon-30166933,Appartement,1,Saint-Germain des Près,27,580000
ag755942-446127332,Loft/atelier/surface,3,Saint-Michel,89,1390000
apimo-85424054,Appartement,3,75006 Paris 6e,55,949000
immo-facile-57102110,Appartement,2,Saint-Michel,28,336000
immo-facile-57183510,Appartement,5,Rennes,102,1730000
immo-facile-56464330,Appartement,2,Saint-Michel,22,490000
apimo-85176921,Appartement,5,Rennes,106,1500000
ag753296-445683224,Appartement,2,Rennes,44,495000
apimo-85418864,Appartement,3,Notre Dame des Champs,60,1098000
ag755553-445649108,Studio,1,Rennes,9,150000
legget-PRO1T8T61P3C,Appartement,4,Odéon,72,900000
apimo-85297752,Appartement,5,Notre Dame des Champs,130,1750000
ag755553-445494647,Appartement,3,Odéon,81,1100000
apimo-85356864,Appartement,1,Odéon,8,110000
apimo-85342456,Appartement,2,Saint-Germain des Près,56,950000
apimo-85388942,Appartement,5,Rennes,102,1730000
ag756771-444780719,Appartement,3,75006 Paris 6e,61,936000
apimo-85324099,Appartement,3,Saint-Michel,92,1680000
iad-france-1690867,Appartement,4,Odéon,72,900000
hektor-ktsimmo-575,Appartement,5,Montparnasse,145,1790000
hektor-vondekayimmobilier-18,Appartement,6,Rennes,130,1775000
iad-france-1679171,Studio,1,Notre Dame des Champs,31,460000
gedeon-30090791,Appartement,1,Rennes,17,285000
apimo-85283346,Appartement,4,Odéon,144,3250000
ag755553-411558428,Appartement,3,Saint-Germain des Près,52,690000
immo-facile-57106139,Appartement,2,Saint-Germain des Près,52,690000
immo-facile-57106140,Appartement,2,Saint-Placide,63,875500
ag755553-444000290,Appartement,2,Rennes,30,575000
hektor-pontimmo11-331,Appartement,3,Notre Dame des Champs,52,898000
ag751877-442863377,Appartement,1,Notre Dame des Champs,8,105000
ag755800-443970059,Appartement,2,Saint-Placide,49,650000
ag340369-443789054,Appartement,1,Notre Dame des Champs,32,380000
ag753010-443776073,Appartement,3,Notre Dame des Champs,56,750000
ag922880-442117994,Appartement,3,Rennes,50,760000
apimo-85342645,Studio,1,Saint-Michel,22,380000
apimo-85341760,Appartement,5,Saint-Germain des Près,135,2200000
apimo-85287409,Appartement,5,Rennes,123,2450000
